"titulo","telefono","correo","pagina","descripcion"
"ITSolutions","+562 23610864","info@itsolutions.cl","www.itsolutions.cl","Empresa cuya innovación (DOM Digital), automatiza y digitaliza los procesos de Edificación y Urbanización en la Dirección de Obras Municipales, permitiendo controlar las solicitudes de inicio a cierre del trámite, manteniendo comunicado al vecino, arquitecto o empresa solicitante. Opera 100% en la nube, es muy flexible, se adapta al tamaño del municipio y permite el llenado en línea de los formularios validando que se cumpla la normativa del Ministerio de Vivienda y Urbanismo."
"Comunidad Feliz","+562 3203 0883","david.pena@comunidadfeliz.cl","www.comunidadfeliz.cl","Comunidad Feliz es una empresa proveedora de tecnología para edificios y condominios. En un año y medio han trabajado con la empresa 750 edificios y más de 100.000 copropietarios en Chile."
"Eplanet","+562 26997370","contacto@eplanetchile.com","www.eplanetchile.com","Emprendimiento de la Región de Coquimbo, Chile, que nace el año 2016 como un proyecto de innovación, cuyo objetivo es entregar una herramienta de medición y control del uso de los recursos por parte de las personas e instituciones. Su misión es ser la primera herramienta de gestión, planificación e implementación de las normas de eficiencia energética en la región y el país."
"SOSMart Labs","+569 51372463","anibalmadrid@sosmartlabs.com","www.sosmartlabs.com","Empresa chilena creadora de Soymomo, reloj-GPS-celular que permite a los niños y padres mantenerse en contacto en todo momento, ya que pueden llamar, recibir llamadas y los padres pueden revisar su posición desde la APP gracias al GPS integrado. El dispositivo además cuenta con un botón de pánico que permite solicitar ayuda rápidamente."
"Edifito","+562 29880800","contacto@edifito.com","www.edifito.com","Empresa que desarrolla un software que ayuda a ordenar la gestión de recursos de un edificio o condominio. Genera de manera automática el gasto común y las colillas de cobro individual. También ordena y simplifica el cálculo de remuneraciones y realiza de manera automática la generación de más de 20 tipos de informes de gestión."
"Choapa & Cía Software e Ingeniería Limitada","+569 62715019","contacto@chosei.cl","www.chosei.cl","Empresa de soluciones informáticas enfocada en brindar la mejor atención y cubrir todos los requerimientos de sus clientes, de manera clara, transparente, eficaz y oportuna. La empresa se enfoca en desarrollo software, desarrollo web, posicionamiento SEO y brindar soporte informático personalizado con personal altamente calificado para tales fines."
"Eplanet","+562 26997370","contacto@eplanetchile.com","www.eplanetchile.com","Emprendimiento de la Región de Coquimbo, Chile, que nace el año 2016 como un proyecto de innovación, cuyo objetivo es entregar una herramienta de medición y control del uso de los recursos por parte de las personas e instituciones. Su misión es ser la primera herramienta de gestión, planificación e implementación de las normas de eficiencia energética en la región y el país."
"SOSMart Labs","+569 51372463","anibalmadrid@sosmartlabs.com","www.sosmartlabs.com","Empresa chilena creadora de Soymomo, reloj-GPS-celular que permite a los niños y padres mantenerse en contacto en todo momento, ya que pueden llamar, recibir llamadas y los padres pueden revisar su posición desde la APP gracias al GPS integrado. El dispositivo además cuenta con un botón de pánico que permite solicitar ayuda rápidamente."
"Ediciones del Quijote","+569 79596671","contacto@edicionesdelquijote.cl","edicionesdelquijote.cl","Ediciones Del Quijote nace orientada a los servicios editoriales, tanto en formato impreso como digital, pero siempre con la visión de incorporar la tecnología a las prácticas cotidianas de lectura y aprendizaje de los niños."
"Kys Soluciones Ltda.","+562 24209999","contacto@kys.cl","www.kys.cl","Kys Soluciones Ltda. nace en marzo del 2000, con la finalidad de canalizar la experiencia que su socio fundador había adquirido a través de 20 años de desempeño en las áreas de Sistemas y Operaciones en los principales bancos del país. Por su variedad de recursos técnicos, la empresa ofrece su conocimiento y experiencia en el sistema financiero fundado en el éxito de aplicaciones bajo entornos cliente/servidor y Web."
"Ionix SPA","+562 22641588","contacto@ionix.cl","www.ionix.cl","Ionix es una empresa con presencia regional, fundada en el año 2009, pionera en el desarrollo de soluciones tecnológicas móviles y en el área Fintech. En sus cerca de 8 años de experiencia, Ionix se ha especializado en desarrollar productos móviles para la industria bancaria y financiera latinoamericana."
"Gestran","+562 26882728","mauricio.cisterna@gestran.cl","www.gestran.cl","Empresa chilena con 12 años de experiencia, creando y prestando servicios de inteligencia transaccional para la industria financiera latinoamericana. La compañía la integran profesionales de vasta experiencia en bancos, servicios financieros y servicios tecnológicos."
"Plantsss","info@plantsss.com","www.plantsss.com","","Aplicación chilena ideada para todas las personas interesadas en la naturaleza. Creada por Max Delporte en 2013, Plantsss funciona como una verdadera biblioteca virtual de plantas, que también puede ser descargada gratuitamente en el sistema operativo Android."
"Camponectado","562 32 350 3840","contacto@camponectado.com","http://www.camponectado.com/","Camponectado es una empresa especializada en colocar sensores dependiendo de las necesidades o de lo que quiera medir el cliente. Uno de sus productos es Raíz Artificial Inteligente, un sistema de control y automatización de cultivos en tiempo real."
"Xmartic","+56 32 3433964","contacto@xmartic.com","www.xmartic.com/","Xmartic es una empresa especializada en la administración, gestión, supervisión y diseño de plataformas de monitoreo. Una de sus soluciones es Trackit que permite efectuar estudio del flujo y comportamiento de personas, utilizando información que emiten los smartphones, dispositivos wifi, dispositivos bluetooth y, con esta información, convertida en indicadores y estadísticas, dar apoyo al negocio."
"Biopacific","562 25265228","romina.almasia@biopacific.cl","http://www.biopacific.cl/","La empresa nace en Santiago de Chile el año 2007, con el objetivo de construir una plataforma de desarrollo biotecnológico sustentable y consciente con el medio ambiente."
"Brandbook","+56 2 22484700","bernardita@brandbook.cl","http://www.brandbook.cl/","Agencia que desarrolla marcas diferenciadas, relevantes y consistentes con la fórmula de una expertise integrada, creativa, sorprendente y una estética inspiradora."
"Baobab","+56 9 9679 4845","mariajose@baobabdiseno.cl","http://www.baobabdiseno.com/","Estudio de diseño boutique orientado a crear valor en las necesidades de sus clientes en sus diversas plataformas de comunicación."
"Latincom Telecomunicaciones","+5622 231 71 16","contacto@latincom.cl","latincom.cl/","Entrega servicios y teléfonos satelitales a través de sus representadas Astrium, Inmarsat e Iridium para los mercados marítimo, terrestre y aéreo, suministrando los equipos terminales y el servicio de capacidad satelital en las bandas L, Ku, Ka y X, de tal manera de satisfacer cualquier demanda de parte de sus clientes."
"Zoco","+569 44556568","contacto@zoco.cl","www.zoco.cl/","Zoco es un software online de modalidad “SaaS” (Software As A Service) que ayuda a publicar y administrar un negocio en Mercado Libre."
"Actis","+56 22 907 2461","contacto@actis.cl","www.actis.cl/","Servicios de outsourcing para los diferentes procesos de un proyecto. Cuentan con capital humano para asesorías estratégicas, tácticas y operativas. Desarrollo, construcción e implementación de tecnologías."
"2Brains","+56 2 3273 1300","info@2brains.cl","www.2brains.cl/","Crean soluciones integrales, combinando experiencia de usuario y desarrollo con equipos dedicados cien por ciento a cada área."
"Adevcom Ltda.","+562 270 442 06","contacto@adevcom.cl","www.adevcom.cl/","Expertos en el desarrollo de software a medida y especialistas en el desarrollo de sistemas de información geográficos y soluciones móviles empresariales."
"Canal Cero","+562 3245 2818","contacto@canalcero.cl","canalcero.com/","Compañía especializada en planificación, ejecución y optimización de campañas digitales en diversos formatos y redes. Desarrollo de plataformas web."
"TGI Mobil Systems","+56 24350310","info@tgi.cl","www.tgi.cl/","Empresa de desarrollo de software con más de 16 años en el mercado, especializados en el desarrollo de soluciones móviles para la gestión empresarial."
"Magnet SpA","+562 2695 8770","contacto@magnet.cl","www.magnet.cl/","Digitalización de procesos de negocio para empresas de mediano a gran tamaño."
"4Talent","+56 9 4569 8307","contact@4talent.cl","www.4talent.cl/","Empresa desarrolladora y comercializadora de tecnología para recursos humanos."
"TCIT","+56 9 8545 3340","contact@tcit.cl","www.tcit.cl/","TCIT nace de la necesidad de las empresas con problemas tecnológicos que no podían haber sido resueltos por la oferta disponible en el mercado: desarrolladores independientes con poco profesionalismo y grandes empresas que resultaban demasiado costosas."
"ComparaOnline","+562 2 483 9100","contact@comparaonline.com","www.comparaonline.cl","Plataforma web de asesoría financiera."
"Initt","+569 65882730","me@angelocares.com","initt.xenitt.cl","Initt desarrolla plataformas y sensores para industrias y ciudades inteligentes. Entre los servicios más destacados se encuentra la plataforma en la nube llamada HiveNode que permite conectar diversos sensores para visualizar datos y recibir alertas en tiempo real. Desde el punto de vista del hardware, Initt en alianza con Xelion, ha desarrollado dispositivos que permiten medir variables como ruido, temperatura, humedad, polución, gases y varios otros, los cuales se encuentran validados y empaquetados."
"CAppTime","+56 222718048","rnavarro@capp-time.com","www.capp-time.com/","Equipo de especialistas con larga trayectoria en la industria, con una mirada orientada al cliente, dispuestos a ayudar a las empresas que requieren apoyo en el diseño, desarrollo, mantención y soporte de software y aplicaciones móviles y sistemas, a través de procesos inteligentes de Consultoría Tecnológica."
"Biometrika","+56 2 2402 9772","info@biometrika.cl","www.biometrikalatam.com/","Soluciones tecnológicas para realizar el registro, la verificación e identificación de personas y objetos."
"Asimov","+56 2 2465 2021","contacto@asimov.cl","asimov.cl/","Generación de valor a través del uso de tecnologías avanzadas para conseguir resultados de alto impacto."
"ACL SPA","+56 2 25971710","info@acl.cl","www.acl.cl/","Empresa chilena con más de 25 años en el mercado tecnológico, ofreciendo servicios integrales de Desarrollo de Software, Profesionales TI, Consultorías y Gestión TI."
"Arkano","+56 2 2760 9131","administracionchile@arkanosooft.com","arkano.cl/","Orientada a facilitar a sus clientes la mejora de sus procesos de negocio, entregando conocimiento especializado en tecnologías de la información y creando soluciones a medida para la organización."
"Kibernum","+562 228163500","contacto@kibernum.com","www.kibernum.com","Nace en 1991 como una empresa de desarrollo de software. En 2016, ya contaba con más de 1500 colaboradores, convirtiéndose en una de las comunidades TI más grandes de Chile. La compañía ha ampliado su oferta de servicios: PMO, Arquitectura empresarial y QA."
"Dell EMC Chile S.A.","+5622 3733100","paulina.lopeznoriega@emc.com","www.dellemc.com/es-cl/index.htm","Por medio de productos y servicios innovadores, Dell EMC acelera el viaje al cómputo en la nube, ya que ayuda a los departamentos de TI a almacenar, administrar, proteger y analizar el recurso más valioso de cada empresa, que es la información, de manera más ágil, confiable y rentable. Es así como Dell EMC Chile permite a las empresas y a los proveedores de servicios transformar sus operaciones y ofrecer tecnología de la información como servicio (ITaaS)."
"Datactil","569737814900","roberto.datactil@gmail.com","www.datactil.com","Empresa de asesorías tecnológicas, aplicadas en sistemas de información y reingeniería de procesos a otras compañías."
"Ingeniería y Sistemas Computacionales S.A.","+562 24987777","pcarrasco@insico.cl","www.insico.cl","Empresa de tecnologías de la información e integración de sistemas, especializada en otorgar soluciones informáticas integrales a empresas y organismos del Sector Público, con clientes en gran parte del territorio nacional."
"Motion Displays","+569 83081065","info@motiondisplays.cl","www.motiondisplays.cl/","Empresa conformada por expertos en negocio, en tecnología y en marketing digital. Su tarea es entregar a sus clientes soluciones tecnológicas innovadoras que les permitan mejorar la experiencia de compra, la productividad, reducir los costos de operaciones y aumentar las ventas."
"TESC Sistemas","+56 9 997111519","info@tescsistemas.com","www.tescsistemas.com/#!/-inicio/","TESC Sistemas es una compañía integrada por profesionales con más de 15 años de experiencia en consultoría en tecnologías de la información y en particular, en implementación de soluciones sobre SAP."
"Trebol-IT","+562 23628800","contacto@trebol-it.com","www.trebol-it.com/","Trebol-IT ofrece soluciones informáticas integrales, incorporando mayor creatividad, que agregue valor a los procesos de sus clientes."
"BackSpace","+562 2 246 89 19","contacto@backspace.cl","backspace.cl/","Compañía que desarrolla software y servicios de Business Intelligence (BI); software y servicios de Business Process Management (BPM) e inteligencia empresarial."
"Apiux","+56 2 3244 5005","marketing@api-ux.com","www.api-ux.com/","Consultora de tecnología que combina la expertise de modernas arquitecturas de software, herramientas y procesos con foco en la gestión de información y estándares abiertos."
"Alaya","+56 2 2247 0376","info@alaya.cl","www.alaya.cl/","Empresa que se especializa en desarrollo de software sobre metodología ágil, arquitectura de software, arquitectura empresarial, integración de sistemas y soluciones."
"LemSystem","+562 32 327 5246","contacto@lemsystem.cl","www.lemsystem.com/","LemSystem es una empresa de alta tecnología con amplia experiencia en la implementación de sistemas de monitoreo inalámbrico en tiempo real para la medición de variables críticas."
"Akzio","+562 2633 73 17","contacto@akzio.cl","www.akzio.cl/","Entregan soluciones tecnológicas de calidad que satisfagan y den valor al cliente."
"WiseConn","+56 2 29078586","info@wiseconn.cl","www.wiseconn.cl/","Empresa líder en telemetría web de agua y energía. También desarrollan soluciones en Chile para monitoreo y control de canales, embalses, humedad, suelo, válvulas inalámbricas, etc."
"Opensoft","+56 2 2205 3449","info@opensoft.cl","www.opensoft.cl/","Con 22 años de experiencia, Opensoft es una compañía consolidada en entregar soluciones de negocio basadas en tecnología web."
"Isercon","+562 32 2516744","contacto@isercon.cl","www.isercon.cl/isercon/","Desarrollan proyectos informáticos y de gestión de alta calidad, enfocados a soluciones globalizadas de carácter innovador."
"Rezebra Technologies","+562 3224 7823","ventas@rezebra.com","www.rezebra.cl/site/","Rezebra Technologies es una empresa chilena que se ha especializado por más de 15 años en el desarrollo y operación de soluciones tecnológicas, teniendo su core de negocio en el área de la salud pública y privada."
"Ibermansa","+562 28469472","ibermanchile@ibermansa.cl","www.geelectromedico.com/","Promueven software de gestión para el mantenimiento y control de equipamiento médico."
"Sidekick","+56 9 4344 0447","contacto@sidekick.cl","www.sidekick.cl/","Diseñan y desarrollan experiencias digitales. Se enfocan en e-commerce, sitios web corporativos, desarrollo a medida e integraciones."
"Guadaltel","+56 226 64 62 63","buzon@guadaltel.com","www.guadaltel.com/","En Guadaltel trabajan desde hace más de 25 años en el desarrollo de soluciones tecnológicas que sirvan de impulso de la sociedad de la información."
"Isercon","+562 32 2516744","contacto@isercon.cl","www.isercon.cl/isercon/","Desarrollan proyectos informáticos y de gestión de alta calidad, enfocados a soluciones globalizadas de carácter innovador."
"Rezebra Technologies","+562 3224 7823","ventas@rezebra.com","www.rezebra.cl/site/","Rezebra Technologies es una empresa chilena que se ha especializado por más de 15 años en el desarrollo y operación de soluciones tecnológicas, teniendo su core de negocio en el área de la salud pública y privada."
"Ibermansa","+562 28469472","ibermanchile@ibermansa.cl","www.geelectromedico.com/","Promueven software de gestión para el mantenimiento y control de equipamiento médico."
"Sidekick","+56 9 4344 0447","contacto@sidekick.cl","www.sidekick.cl/","Diseñan y desarrollan experiencias digitales. Se enfocan en e-commerce, sitios web corporativos, desarrollo a medida e integraciones."
"Guadaltel","+56 226 64 62 63","buzon@guadaltel.com","www.guadaltel.com/","En Guadaltel trabajan desde hace más de 25 años en el desarrollo de soluciones tecnológicas que sirvan de impulso de la sociedad de la información."
"Sirantic","+56 2 2692 4407","info@sirantic.cl","www.sirantic.cl/","Empresa joven conformada por profesionales de amplia experiencia en el desarrollo e implementación de sistemas de información para laboratorios clínicos y centros de salud a nivel nacional."
"G-Talent","+562 2763 5900","contacto@g-talent.cl","www.g-talent.cl/","Empresa de servicios de desarrollo de software en todas las plataformas disponibles en el mercado, servicios de soporte de software y hardware, servicios de Outsourcing en el área de TI."
"SoftPatagonia","+56 2 2360 7775","info@softpatagonia.com","www.softpatagonia.com/","En SoftPatagonia se dedican a prestar servicios tecnológicos orientados a Bussiness Intelligence, Factoría de Software Mobile y de Transformación Digital."
"Emergya","+56 22 348 6403","contacto-chile@emergya.com","www.emergya.com/cl","Emergya es una compañía global de servicios de Tecnologías de la Información (TI), especializada en el desarrollo de soluciones software y en la provisión de servicios TI para maximizar la satisfacción del cliente y el usuario."
"Grupo Taisa","+56 2 2726 4100","contacto@grupotaisa.com","www.grupotaisa.com/","Crear los mejores vínculos digitales para entregar la mejor experiencia de usuario y desarrollar el negocio de sus clientes."
"Geosolve","+562 28974879","contacto@geosolve.cl","www.geosolve.cl/","Geosolve se especializa en desarrollos a medida basados en SIG (Sistemas de Información Geográfica) de diversos proveedores de la industria, tales como Google Maps, Intergraph, Autodesk, ESRI, MapInfo, Mapserver etc, en diversos mercados."
"Gear Solutions","+569 77795573","info@gearsolutions.com","www.gearsolutions.cl/","Gear Solutions fue concebida, aplicando el concepto boutique de soluciones informáticas."
"Connectis","+562 29257400","contacto@connectis-gs.cl","www.connectis-chile.com/","Connectis Chile es una compañía líder en consultoría e integración tecnológica perteneciente al grupo Getronics."
"Advise","+562 2 2357057","contacto@advise.cl","www.advise.cl/","Advise es una empresa fundada a comienzos del año 2003. Brinda servicios de desarrollo de software, tanto para proyectos a medida, como para proyectos de mantención y soporte."
"Altiuz","+56 2 2335 2461","hablamos@altiuz.com","altiuz.com/","Multinacional tecnológica de origen chileno, fundada el año 2006, especializada en idear e implementar soluciones de negocios."
"Amisoft","+562 2 6579800","contacto@amisoft.cl","www.amisoft.cl/","Empresa de servicios de tecnología de la información que brinda apoyo constante a los procesos críticos del negocio de sus clientes."
"Grupo Alma","+562 2783 5200","contacto@grupoalma.cl","www.grupoalma.cl/","Especialistas en proveer soluciones en TI a grandes empresas e instituciones. Desde 1994, trabajan con el objetivo de proporcionar una respuesta integral a las necesidades de sus clientes."
"Tisal","+56 2 2913 3800","rpuente@tisal.cl","www.tisal.cl/","Tecnologías de la Información en Salud S.A. (Tisal) es una empresa del área tecnológica, cuyo objetivo es entregar servicios integrales de informática en establecimientos de salud y afines, sean éstos públicos o privados."
"MySolutions","+562 3202 6177","contacto@mysolutions.cl","mysolutions.cl/","MySolutions nace para entregar al mercado soluciones tecnológicas de calidad, a partir de la iniciativa de profesionales con amplia experiencia en diversas áreas de las Tecnologías de la Información y en industrias como telecomunicaciones, transporte, servicios financieros, turismo, banca, retail y otros."
"Grupo Sentte","+56 2 299 321 96","contacto@gruposentte.cl","www.gruposentte.cl/","Empresa de servicios tecnológicos que crea productos innovadores en el mercado, incorporando herramientas y servicios de vanguardia."
"Kuvasz Solutions","+562 2870 7000","contacto@kvz.cl","www.kvz.cl/","Empresa chilena con presencia en el mercado nacional desde el año 2008, dedicada a la implementación de soluciones transaccionales de misión crítica a la medida, que incluye desarrollo de software, monitoreo y soporte con detección temprana de incidentes, consultoría, entre otros."
"Geslim","+562 2714 8757","contacto@geslim.cl","www.geslim.cl/web/","Empresa líder en Chile en recuperación de licencias médicas, con más de 25 años de experiencia que avalan su forma de trabajo inspirado en una constante investigación."
"Decalink Limitada","+562 2716 4769","contacto@decalink.cl","www.decalink.cl/","Decalink Limitada (DLK) es una empresa con 22 años de experiencia en las áreas de Tecnologías de la Información, Automatización de Procesos y Seguridad Industrial."
"Cornershop Technologies Inc.","danito@cornershopapp.com","cornershopapp.com/","","App que hace las compras del supermercado y las lleva al domicilio en una hora."
"S&A Consultores Asociados","+56 2 2940 1500","marketing@syachile.cl","www.syachile.cl/","S&A Consultores Asociados Chile S.A., fundada en 1989, es una compañía experta en tecnologías de misión crítica y continuidad de negocios, con orientación a proveer soluciones integrales, consultoría y diseños de arquitecturas tecnológicas."
"PAD Soluciones","+562 24327500","contacto@pad.cl","www.padsol.com/","Creada en el año 1995, PAD Soluciones es una empresa que provee servicios y productos ligados a las tecnologías de la información (TI), brindando una asistencia integral en el diseño, desarrollo e implementación de soluciones de alto valor."
"PlanOK","+562 24396900","contacto@planok.com","www.planok.com/","Empresa de origen chileno, que desarrolla y vende software como servicios (SaaS) especialista en los sectores Construcción, Inmobiliario y Retail, con presencia comercial en varios países de Latinoamérica."
"Solu4b","+562 2754 4555","contacto@soluforb.com","www.solu4b.com/","Solu4b es una empresa líder en el mundo de la tecnología y la construcción de plataformas empresariales. Crean ecosistemas digitales optimizados."
"TI Chile","+562 25709294","ventas@tichile.cl","www.tichile.cl/","TI Chile es una compañía de Tecnologías de la Información y la Comunicación (TIC) especializada en la prestación de servicios de consultoría, la realización de proyectos en el ámbito de las telecomunicaciones, el desarrollo de aplicaciones y sistemas de información, y la provisión de infraestructura informática."
"Stacks","+562 2333 46 69","cpower@stacks.cl","www.stacks.es/","Empresa del sector TIC especializada en el diseño de soluciones orientadas exclusivamente al sector sanitario."
"Policomp","+562 2444 6400","info@policomp.com","www.policomp.com/","Desde 1994 Policomp está en el mercado de los servicios relacionados con las TI, prestando servicios a diversas empresas en Chile y Latinoamérica."
"Nuwit","+562 2618 42 00","contacto@nuwit.com","www.nuwit.com/","Empresa chilena con más de 10 años de experiencia, innovando en las estrategias de negocio y utilizando tecnologías de información."
"Dimasoft","+562 2205 1018","info@dimasoft.cl","www.dimasoft.cl/scripts/dim/first.mvc?ct=x&dsp=3","Empresa 100% chilena, que inicia sus actividades el año 1992, orientándose al servicio de desarrollo de software en el ámbito comercial, para entregar soluciones a pequeñas y medianas empresas."
"AQuanta","+562 29637200","aquanta@aquanta.cl","aquanta.cl/","AQuanta ha estado presente en la industria de las Tecnologías de Informática por más de 20 años, en una exitosa trayectoria que les ha permitido consolidarse en el mercado."
"CNBrokers Consulting","+562 2881 7658","contacto@cnbrokers.cl","plataformas.tech/cnbrokersTI/","CNBrokers Consulting brinda soluciones integrales de informática a nivel mundial, sobre la base de los servicios y experiencia de CNBrokers Systems Consulting."
"CleanCode","+562 2814 7060","info@cleancode.cl","www.cleancode.cl/","CleanCode cuenta con un equipo integral de ingenieros que pueden resolver la mayoría de los problemas TI. Además, en una segunda línea, apoya a las empresas a vender más y mejor mediante consultoría y apoyo en las ventas y generación de demanda."
"Asicom Group","+562 2599 5014","icastro@asicom.cl","www.asicom.com/","Asicom Group es una empresa fundada hace más de 40 años y desde sus orígenes han sido pioneros en el desarrollo de proyectos de Tecnología de la Información, BPO y Soluciones de Gestión Empresarial, orientados a bancos, instituciones financieras, inmobiliarias, registro público y comunicación."
"Cornershop Technologies Inc.","danito@cornershopapp.com","cornershopapp.com/","","App que hace las compras del supermercado y las lleva al domicilio en una hora."
"S&A Consultores Asociados","+56 2 2940 1500","marketing@syachile.cl","www.syachile.cl/","S&A Consultores Asociados Chile S.A., fundada en 1989, es una compañía experta en tecnologías de misión crítica y continuidad de negocios, con orientación a proveer soluciones integrales, consultoría y diseños de arquitecturas tecnológicas."
"PAD Soluciones","+562 24327500","contacto@pad.cl","www.padsol.com/","Creada en el año 1995, PAD Soluciones es una empresa que provee servicios y productos ligados a las tecnologías de la información (TI), brindando una asistencia integral en el diseño, desarrollo e implementación de soluciones de alto valor."
"PlanOK","+562 24396900","contacto@planok.com","www.planok.com/","Empresa de origen chileno, que desarrolla y vende software como servicios (SaaS) especialista en los sectores Construcción, Inmobiliario y Retail, con presencia comercial en varios países de Latinoamérica."
"Manager","+56 2 2379 7700","comercial@manager.cl","www.manager.cl/","Manager Software S.A es una compañía que apoya el funcionamiento, administración y gestión de las empresas, brindando soluciones tecnológicas que facilitan los procesos críticos de cada organización."
"Laudus","+5622 687 0100","info@laudus.cl","www.laudus.cl/","Laudus ERP es un software de gestión para pymes que se concentra en la facilidad de uso, herramientas de análisis, e integración de nuevas tecnologías, enfocando su funcionalidad desde el punto de vista del gestor o dueño de la empresa."
"Ixopen","+56 99 731 0022","hector.beck@ixopen.cl","www.ixopen.cl/","Grupo de profesionales especializados en soluciones tecnológicas para la Gestión de Información Empresarial – EIM Enterprise Information Management y software de código abierto para la integración de aplicaciones, datos y contenidos no estructurados."
"Huenei","+562 25738572","info@huenei.com","www.huenei.com/index.php/es/home/","Fundada en 1995, es un proveedor de servicios de TI regional. En la actualidad cuenta con más de 250 profesionales con oficinas en Argentina, Chile, México y Estados Unidos."
"DTLNet","+562 2632 6809","contacto@dtlnet.cl","www.dtlnet.cl/","Empresa con más de 16 años de experiencia de trabajo con el Grupo Santander Chile que cuenta con técnicos y profesionales especializados en las ramas de la programación, análisis y diseño de sistemas informáticos."
"Last Call","+562 2202 4490","contacto@lastcall.cl","www.lastcall.cl/","Last Call está conformada por un equipo multidisciplinario de profesionales altamente calificados para ofrecer la mejor solución que sus clientes necesitan en el diseño, recomendación y adquisición de licencias de software por volumen, servicios tecnológicos y soluciones en la nube."
